Year,Month No,Month,BU,Doctor Name,Target Revenue,Target No. cases,Total Revenue,Credit Revenue,Cash Revenue,Total Leakage Revenue Losses,Doctor PMS %,No. Cases,No. Services,Charge per case,No. Booking,No. Planned booking Slots,No. follow-up visits,Service Leakage %,Cross Referral %,Patient Retention %,Patient Acquisition %,Actual COE Compliance %,Digital Actual CR%,Digital Target CR%,No. Missed Opportunity,No. Cancelled Clinics,Total Losses Revenue_Cancellation_Modification,No-Show %
2023,4,2023-04-01,SMH,Mahmoud,197645.63,167,192313.07,96289.7,96023.37,13820.06,0.722,146,192,1317.21,184,212,38,0.0719,0.0662,0.708,0.292,0.8429,0.2735,0.2785,14,2,18525.56,0.1177
2023,4,2023-04-01,SMH,Maged,150183.43,120,103038.07,41901.65,61136.42,5086.39,0.6159,90,190,1144.87,118,136,20,0.0494,0.1068,0.6734,0.3266,0.7719,0.2801,0.2524,9,2,11335.03,0.1319
2023,4,2023-04-01,SMH,Amany,154391.68,125,130096.97,67710.33,62386.64,6716.76,0.7887,114,185,1141.2,132,158,38,0.0516,0.2321,0.7507,0.2493,0.6628,0.2384,0.2675,9,0,2744.65,0.1136
2023,4,2023-04-01,SMH,Alaa,195856.44,147,122875.07,58078.73,64796.35,3546.03,0.605,103,183,1192.96,128,166,25,0.0289,0.0849,0.7231,0.2769,0.6783,0.3517,0.2985,18,1,15104.85,0.1275
2023,4,2023-04-01,SMH,Ola,196456.2,150,141612.8,84232.19,57380.61,4622.58,0.6683,121,264,1170.35,148,177,28,0.0326,0.1093,0.7011,0.2989,0.6498,0.2759,0.2836,14,4,17709.22,0.1032
2023,4,2023-04-01,HJH,Ahmed,327186.81,197,202348.79,103136.97,99211.83,7042.25,0.7922,149,269,1358.05,184,228,27,0.0348,0.1031,0.7304,0.2696,0.3961,0.2396,0.2984,28,1,16847.7,0.1484
2023,4,2023-04-01,HJH,Omar,261190.28,159,221521.94,84518.4,137003.53,12755.78,0.7789,127,260,1744.27,161,182,27,0.0576,0.275,0.5253,0.4747,0.6535,0.3066,0.3124,14,6,27015.23,0.1293
2023,4,2023-04-01,HJH,Youssef,338434.63,213,295290.26,179008.5,116281.75,10277.39,0.8539,175,369,1687.37,208,268,47,0.0348,0.0741,0.6477,0.3523,0.6827,0.1725,0.22,38,6,32686.84,0.0577
2023,4,2023-04-01,HJH,Aly,250891.51,163,191101.35,69419.56,121681.79,17728.86,0.7192,119,222,1605.89,156,185,41,0.0928,0.244,0.7064,0.2936,0.5608,0.3531,0.3149,14,2,19617.34,0.1641
2023,4,2023-04-01,HJH,Khaled,396231.5,233,267972.87,170119.59,97853.29,4368.63,0.7062,155,379,1728.86,194,273,33,0.0163,0.1496,0.7771,0.2229,0.5767,0.3702,0.3193,54,2,38046.34,0.1608
2023,4,2023-04-01,HJH,Mohamed,306806.72,183,194883.78,123343.93,71539.85,14697.86,0.6007,118,250,1651.56,151,215,23,0.0754,0.0628,0.4968,0.5032,0.3913,0.2508,0.255,30,0,14894.71,0.0969
2023,4,2023-04-01,HJH,Mahmoud,335794.94,212,300731.3,185233.49,115497.81,13718.67,0.832,171,223,1758.66,218,258,66,0.0456,0.194,0.6638,0.3362,0.3863,0.2563,0.2501,13,2,20097.7,0.1121
2023,4,2023-04-01,HJH,Maged,209676.5,125,203893.36,123109.92,80783.43,8792.46,0.8348,112,166,1820.48,142,158,41,0.0431,0.0995,0.6521,0.3479,0.4815,0.2753,0.2562,6,5,16743.78,0.1301
2023,4,2023-04-01,HJH,Amany,276484.91,176,186414.72,72952.56,113462.16,8551.0,0.5667,113,196,1649.69,147,202,37,0.0459,0.057,0.7399,0.2601,0.3564,0.1943,0.2178,24,6,44240.49,0.1289
2023,4,2023-04-01,HJH,Alaa,319771.15,186,231779.79,149601.84,82177.95,21067.49,0.7149,144,184,1609.58,166,231,35,0.0909,0.211,0.6962,0.3038,0.5745,0.2329,0.2244,33,1,12997.33,0.1112
2023,4,2023-04-01,HJH,Ola,313468.7,189,230079.87,91603.09,138476.78,9160.3,0.7065,143,235,1608.95,199,221,58,0.0398,0.0973,0.508,0.492,0.8401,0.1831,0.1786,6,5,39307.86,0.1767
2023,5,2023-05-01,ASH,Ahmed,216623.19,147,123050.01,58979.89,64070.11,5506.43,0.6283,91,171,1352.2,114,168,35,0.0447,0.2159,0.4625,0.5375,0.8269,0.2015,0.2136,27,2,22865.31,0.0678
2023,5,2023-05-01,ASH,Omar,179484.09,112,96522.69,57729.03,38793.65,6653.27,0.592,78,187,1237.47,103,129,27,0.0689,0.0406,0.7291,0.2709,0.3565,0.1529,0.1674,18,1,15491.5,0.1164
2023,5,2023-05-01,ASH,Youssef,271663.83,171,188251.22,65467.74,122783.48,11431.16,0.7266,146,218,1289.39,182,209,49,0.0607,0.0526,0.5003,0.4997,0.6234,0.1557,0.1673,18,6,33160.88,0.1428
2023,5,2023-05-01,ASH,Aly,209406.34,140,158257.01,64242.84,94014.17,14678.12,0.7479,97,154,1631.52,121,174,35,0.0927,0.2158,0.6168,0.3832,0.7719,0.2153,0.1841,13,4,25511.71,0.1094
2023,5,2023-05-01,ASH,Khaled,191015.24,130,197775.44,121769.71,76005.73,10751.53,0.797,124,295,1594.96,140,155,51,0.0544,0.2108,0.4535,0.5465,0.8383,0.2987,0.3036,9,2,15007.01,0.0502
2023,5,2023-05-01,ASH,Mohamed,320256.1,218,226976.98,114953.78,112023.21,8143.77,0.6288,152,195,1493.27,171,244,56,0.0359,0.2082,0.6847,0.3153,0.5186,0.1595,0.2035,25,6,49120.66,0.0674
2023,5,2023-05-01,ASH,Mahmoud,213845.51,145,179883.01,104598.38,75284.63,4423.88,0.6116,103,199,1746.44,128,178,35,0.0246,0.2383,0.6709,0.3291,0.3714,0.2636,0.2937,14,1,13366.43,0.1106
2023,5,2023-05-01,ASH,Maged,164832.65,112,133344.22,66775.26,66568.95,6929.03,0.882,96,117,1389.0,108,129,20,0.052,0.0429,0.7189,0.2811,0.8708,0.2027,0.1809,9,5,44254.92,0.0838
2023,5,2023-05-01,ASH,Amany,287246.82,179,206521.89,104018.4,102503.49,16800.24,0.6126,121,153,1706.79,167,226,23,0.0813,0.1506,0.4805,0.5195,0.6542,0.2704,0.2915,15,5,30861.37,0.1557
2023,5,2023-05-01,ASH,Alaa,192024.49,120,126544.41,55223.74,71320.67,6747.66,0.5829,83,170,1524.63,107,144,22,0.0533,0.1406,0.6514,0.3486,0.7725,0.2393,0.1999,19,0,8433.08,0.108
2023,5,2023-05-01,ASH,Ola,214367.83,139,142971.65,80172.24,62799.41,2479.74,0.7935,107,212,1336.18,141,178,26,0.0173,0.2341,0.5898,0.4102,0.5394,0.2166,0.2534,12,1,9206.21,0.1516
2023,5,2023-05-01,SMH,Ahmed,271507.4,206,158771.61,84611.69,74159.92,4618.35,0.5532,117,278,1357.02,162,234,43,0.0291,0.2074,0.749,0.251,0.3649,0.3201,0.2721,38,4,50432.3,0.1795
2023,5,2023-05-01,SMH,Omar,166283.73,135,131636.18,84697.85,46938.34,8441.93,0.8009,105,132,1253.68,131,162,27,0.0641,0.0826,0.7089,0.2911,0.8102,0.1384,0.1695,18,1,14496.18,0.0728
2023,5,2023-05-01,SMH,Youssef,153914.96,128,126636.16,69702.76,56933.4,11510.65,1.0259,128,222,989.34,146,161,52,0.0909,0.1958,0.4827,0.5173,0.8634,0.3165,0.271,9,1,9496.32,0.0986
2023,5,2023-05-01,SMH,Aly,177281.22,132,129326.41,43573.9,85752.51,11925.8,0.5648,90,199,1436.96,120,160,29,0.0922,0.261,0.7683,0.2317,0.4671,0.2934,0.2505,12,5,18022.86,0.1395
2023,5,2023-05-01,SMH,Khaled,183083.35,150,118430.5,42327.57,76102.92,4140.72,0.55,93,203,1273.45,129,180,22,0.035,0.0659,0.4205,0.5795,0.5545,0.3288,0.2772,35,3,32486.92,0.1651
2023,5,2023-05-01,SMH,Mohamed,192440.86,146,145467.92,86745.92,58722.0,5614.0,0.6926,112,235,1298.82,131,186,45,0.0386,0.0578,0.4812,0.5188,0.549,0.2761,0.2771,38,0,17078.11,0.1123
2023,5,2023-05-01,SMH,Mahmoud,233107.61,174,175953.93,111260.35,64693.58,8400.46,0.8366,151,308,1165.26,180,213,60,0.0477,0.1696,0.6578,0.3422,0.5076,0.1625,0.1753,17,3,14009.66,0.1061
2023,5,2023-05-01,SMH,Maged,179579.52,134,84899.98,49386.79,35513.19,4489.99,0.55,86,160,987.21,110,157,31,0.0529,0.153,0.7422,0.2578,0.4905,0.2428,0.2627,20,3,18659.26,0.1571
2023,5,2023-05-01,SMH,Amany,158454.47,123,108690.28,45667.81,63022.47,8657.66,0.807,107,211,1015.8,122,156,38,0.0797,0.0946,0.442,0.558,0.5552,0.2886,0.2436,20,3,21585.77,0.0842
2023,5,2023-05-01,SMH,Alaa,153624.71,120,107269.46,41390.07,65879.39,2641.25,0.644,76,143,1411.44,97,140,16,0.0246,0.2762,0.77,0.23,0.7785,0.1695,0.1802,31,3,24655.37,0.1674
2023,5,2023-05-01,SMH,Ola,132925.24,108,99081.0,51713.07,47367.92,3675.52,0.8869,102,252,971.38,115,131,39,0.0371,0.2288,0.6443,0.3557,0.627,0.2127,0.2271,5,4,26803.4,0.0835
2023,5,2023-05-01,HJH,Ahmed,237113.82,148,193639.15,103891.89,89747.26,10426.85,0.8131,123,195,1574.3,161,179,23,0.0538,0.1061,0.4718,0.5282,0.6726,0.208,0.271,12,2,15739.43,0.1231
2023,5,2023-05-01,HJH,Omar,277231.9,166,179791.8,100231.34,79560.46,4109.57,0.8002,127,297,1415.68,178,198,26,0.0229,0.2738,0.5795,0.4205,0.7877,0.1904,0.2031,11,1,10457.56,0.1666
2023,5,2023-05-01,HJH,Youssef,275296.7,169,226260.02,135199.21,91060.81,5849.27,0.8935,145,340,1560.41,177,207,56,0.0259,0.0469,0.4894,0.5106,0.7915,0.2534,0.2939,14,2,17523.92,0.1487
2023,5,2023-05-01,HJH,Aly,288634.14,169,187266.86,85012.71,102254.14,11601.26,0.6899,128,156,1463.02,169,211,28,0.062,0.2547,0.6896,0.3104,0.7151,0.19,0.2056,13,4,32897.7,0.1326
2023,5,2023-05-01,HJH,Khaled,273767.56,180,161393.19,63346.79,98046.4,14189.89,0.7248,132,232,1222.68,172,207,42,0.0879,0.042,0.5109,0.4891,0.7767,0.2475,0.2089,19,3,32161.81,0.1381
2023,5,2023-05-01,HJH,Mohamed,340859.88,205,221978.7,136791.49,85187.21,18304.97,0.6712,150,352,1479.86,180,244,50,0.0825,0.1862,0.5275,0.4725,0.4073,0.2034,0.1702,36,6,39498.27,0.1107
2023,5,2023-05-01,HJH,Mahmoud,420570.78,253,346385.72,133434.69,212951.02,24060.11,0.7845,197,484,1758.3,223,297,66,0.0695,0.2794,0.5134,0.4866,0.5718,0.1701,0.2221,44,4,44573.9,0.0695
2023,5,2023-05-01,HJH,Maged,353895.07,208,241746.07,116663.29,125082.78,20577.32,0.6045,145,357,1667.21,173,237,29,0.0851,0.0707,0.5131,0.4869,0.7784,0.2348,0.2821,37,2,22144.34,0.1195
2023,5,2023-05-01,HJH,Amany,265861.46,164,191364.79,105817.67,85547.12,16134.25,0.8177,138,227,1386.7,160,187,56,0.0843,0.0571,0.7402,0.2598,0.6153,0.2754,0.2988,10,0,1673.89,0.0899
2023,5,2023-05-01,HJH,Alaa,195140.08,127,125441.17,45837.46,79603.71,5219.65,0.8138,96,247,1306.68,121,159,24,0.0416,0.0539,0.5827,0.4173,0.461,0.2864,0.2838,12,6,46406.34,0.1783
2023,5,2023-05-01,HJH,Ola,350208.47,203,180615.47,85584.95,95030.51,15598.04,0.7463,149,276,1212.18,183,234,45,0.0864,0.0443,0.4215,0.5785,0.7388,0.2246,0.1962,20,0,5792.81,0.1058
2023,6,2023-06-01,ASH,Ahmed,218458.29,140,156535.01,74673.64,81861.36,4023.44,0.8247,107,195,1462.94,117,169,31,0.0257,0.22,0.4794,0.5206,0.8307,0.2199,0.2899,18,1,6135.18,0.0559
2023,6,2023-06-01,ASH,Omar,216060.34,151,182545.4,103245.77,79299.62,17264.12,0.7096,108,133,1690.24,128,179,36,0.0946,0.0447,0.6683,0.3317,0.5709,0.22,0.2208,24,1,14591.69,0.0977
2023,6,2023-06-01,ASH,Youssef,162979.63,113,118356.79,71574.61,46782.17,8581.02,0.5871,78,121,1517.39,97,129,16,0.0725,0.0655,0.4915,0.5085,0.4559,0.1991,0.2021,11,5,27875.13,0.136
2023,6,2023-06-01,ASH,Aly,279937.17,176,160850.05,68901.9,91948.15,11021.73,0.6929,142,234,1132.75,159,199,28,0.0685,0.1628,0.6805,0.3195,0.4037,0.1716,0.2009,29,2,11505.78,0.077
2023,6,2023-06-01,ASH,Khaled,248268.04,155,165528.62,101262.57,64266.05,2611.01,0.6517,118,252,1402.78,156,176,39,0.0158,0.1189,0.742,0.258,0.8562,0.2191,0.2029,8,2,9489.45,0.1608
2023,6,2023-06-01,ASH,Mohamed,267157.14,171,213205.04,82514.58,130690.46,4198.37,0.8595,138,319,1544.96,160,216,30,0.0197,0.1398,0.6327,0.3673,0.7752,0.2233,0.2685,24,2,24549.55,0.1001
2023,6,2023-06-01,ASH,Mahmoud,331108.24,223,317695.05,201682.08,116012.98,22672.45,1.0186,228,305,1393.4,252,276,83,0.0714,0.1784,0.6234,0.3766,0.8683,0.2411,0.2672,12,5,35884.57,0.067
2023,6,2023-06-01,ASH,Maged,272094.62,190,219952.0,102441.85,117510.15,14620.63,0.598,132,227,1666.3,156,212,50,0.0665,0.2444,0.733,0.267,0.3897,0.2049,0.2387,41,0,15619.9,0.0949
2023,6,2023-06-01,ASH,Amany,225435.21,156,172860.2,63495.97,109364.23,9470.99,0.7741,122,282,1416.89,146,188,24,0.0548,0.139,0.6206,0.3794,0.3501,0.1784,0.1745,23,2,24126.4,0.0805
2023,6,2023-06-01,ASH,Alaa,256770.6,166,156606.28,78307.56,78298.72,8276.75,0.7342,123,154,1273.22,165,197,43,0.0529,0.0674,0.6934,0.3066,0.4675,0.2411,0.2146,23,2,17418.95,0.1735
2023,6,2023-06-01,ASH,Ola,172170.41,118,124125.67,76300.38,47825.28,11098.98,0.6096,78,171,1591.35,96,139,22,0.0894,0.2275,0.678,0.322,0.4071,0.2641,0.2263,28,4,27496.71,0.0713
2023,6,2023-06-01,SMH,Ahmed,219925.82,167,137411.66,87115.06,50296.6,7370.01,0.6443,113,213,1216.03,157,188,45,0.0536,0.0825,0.6283,0.3717,0.7372,0.1669,0.1805,17,2,15354.26,0.1743
2023,6,2023-06-01,SMH,Omar,165630.38,133,165119.83,82652.54,82467.3,11723.7,0.8696,114,290,1448.42,151,168,28,0.071,0.2084,0.7299,0.2701,0.7273,0.3204,0.3097,5,4,30495.94,0.1491
2023,6,2023-06-01,SMH,Youssef,216432.49,166,139357.65,61293.74,78063.91,8359.01,0.6672,114,163,1222.44,137,193,46,0.06,0.2104,0.6627,0.3373,0.8237,0.281,0.2454,25,0,2653.4,0.1424
2023,6,2023-06-01,SMH,Aly,119828.57,101,106237.27,45095.72,61141.55,8259.8,0.631,73,167,1455.31,87,127,22,0.0777,0.1261,0.5829,0.4171,0.6765,0.2688,0.2681,14,5,33678.26,0.0574
2023,6,2023-06-01,SMH,Khaled,269840.94,209,191095.91,97942.98,93152.92,17631.78,0.6704,168,209,1137.48,208,239,60,0.0923,0.0887,0.7328,0.2672,0.806,0.1966,0.2309,17,5,39037.45,0.1405
2023,6,2023-06-01,SMH,Mohamed,212693.64,159,177119.12,57645.26,119473.86,13072.52,0.8082,151,219,1172.97,173,202,28,0.0738,0.107,0.5151,0.4849,0.4353,0.2223,0.2954,14,1,8190.74,0.0755
2023,6,2023-06-01,SMH,Mahmoud,239312.26,183,142206.3,65559.46,76646.83,5749.22,0.5704,119,252,1195.01,154,223,26,0.0404,0.0564,0.6019,0.3981,0.5704,0.1946,0.2459,24,1,11669.77,0.1712
2023,6,2023-06-01,SMH,Maged,137856.84,107,106930.78,34883.61,72047.18,5416.41,0.7692,78,202,1370.91,100,137,25,0.0507,0.1891,0.7652,0.2348,0.7118,0.2456,0.2113,26,3,22322.38,0.1478
2023,6,2023-06-01,SMH,Amany,129292.6,107,96042.83,61038.0,35004.83,5389.11,0.8173,82,190,1171.25,108,121,18,0.0561,0.2695,0.6137,0.3863,0.3539,0.1793,0.1705,8,6,44594.56,0.1569
2023,6,2023-06-01,SMH,Alaa,129797.72,108,107300.28,36469.45,70830.83,5551.5,0.7049,84,191,1277.38,101,125,16,0.0517,0.053,0.7059,0.2941,0.6458,0.2148,0.252,9,3,18472.09,0.1414
2023,6,2023-06-01,SMH,Ola,160424.77,124,99736.59,39947.8,59788.79,2075.23,0.6761,79,165,1262.49,100,147,16,0.0208,0.2289,0.5285,0.4715,0.3958,0.2675,0.2824,21,5,16741.61,0.1375
2023,6,2023-06-01,HJH,Ahmed,286801.57,167,219929.77,132497.8,87431.96,17286.78,0.7134,118,230,1863.81,138,194,31,0.0786,0.2679,0.6193,0.3807,0.6442,0.1352,0.1797,30,4,29993.96,0.1008
2023,6,2023-06-01,HJH,Omar,192730.05,123,163303.0,78525.49,84777.51,13354.9,0.7007,99,174,1649.53,133,155,22,0.0818,0.2319,0.7268,0.2732,0.8012,0.3702,0.3092,10,4,16212.88,0.1675
2023,6,2023-06-01,HJH,Youssef,231480.89,140,125754.94,54539.15,71215.79,10941.87,0.6254,97,160,1296.44,124,177,27,0.087,0.1879,0.53,0.47,0.6596,0.229,0.2505,21,3,15268.88,0.1443
2023,6,2023-06-01,HJH,Aly,359515.26,222,185985.31,75904.13,110081.18,8127.43,0.5794,143,339,1300.6,184,251,44,0.0437,0.0822,0.6384,0.3616,0.7962,0.2418,0.2974,34,2,25555.2,0.1462
2023,6,2023-06-01,HJH,Khaled,420338.63,245,281023.63,145094.08,135929.55,16616.23,0.6866,175,214,1605.85,201,288,73,0.0591,0.1533,0.6991,0.3009,0.5439,0.2148,0.1957,53,2,25064.92,0.0524
2023,6,2023-06-01,HJH,Mohamed,226648.9,139,195255.7,87351.17,107904.52,9899.0,0.692,111,264,1759.06,134,174,45,0.0507,0.1983,0.7684,0.2316,0.74,0.2163,0.2374,14,3,15747.05,0.1153
2023,6,2023-06-01,HJH,Mahmoud,285745.02,165,197282.0,98634.62,98647.38,8073.9,0.7841,129,218,1529.32,145,211,39,0.0409,0.2391,0.7206,0.2794,0.4896,0.2047,0.2471,38,2,31382.85,0.0769
2023,6,2023-06-01,HJH,Maged,189963.29,117,140618.61,51136.32,89482.29,8906.34,0.788,97,185,1449.68,112,140,20,0.0633,0.0797,0.4478,0.5522,0.691,0.1617,0.1938,12,5,43547.93,0.0989
2023,6,2023-06-01,HJH,Amany,283439.97,186,196141.51,117055.05,79086.47,3619.11,0.7555,145,269,1352.7,185,212,31,0.0185,0.1911,0.4341,0.5659,0.6533,0.1463,0.1689,9,3,22014.02,0.1436
2023,6,2023-06-01,HJH,Alaa,173716.86,107,126174.65,56759.22,69415.43,4106.87,0.8055,93,234,1356.72,114,129,19,0.0325,0.1798,0.6963,0.3037,0.6803,0.1995,0.2417,8,3,20202.44,0.1446
2023,6,2023-06-01,HJH,Ola,234064.31,152,187909.76,96109.76,91800.0,9972.28,0.78,121,290,1552.97,147,191,22,0.0531,0.2281,0.6012,0.3988,0.4123,0.1918,0.2372,24,6,27465.19,0.0641
2023,7,2023-07-01,ASH,Ahmed,325743.64,206,230636.6,132447.57,98189.03,10493.72,0.7417,157,194,1469.02,197,236,56,0.0455,0.2228,0.6708,0.3292,0.4018,0.175,0.1814,14,6,23236.45,0.1179
2023,7,2023-07-01,ASH,Omar,211326.71,136,176971.18,108150.02,68821.16,12391.76,0.7827,118,271,1499.76,136,175,31,0.07,0.0771,0.6546,0.3454,0.4844,0.2792,0.2968,16,2,22388.15,0.0746
2023,7,2023-07-01,ASH,Youssef,178908.52,120,132167.98,74840.56,57327.41,9442.02,0.7501,89,151,1485.03,115,148,34,0.0714,0.1982,0.6892,0.3108,0.5867,0.2237,0.2719,11,3,27667.62,0.1519
2023,7,2023-07-01,ASH,Aly,252605.14,157,141796.93,87905.7,53891.23,7065.77,0.6661,125,318,1134.38,166,197,29,0.0498,0.0592,0.4336,0.5664,0.5537,0.3259,0.3175,15,5,45439.97,0.1419
2023,7,2023-07-01,ASH,Khaled,299842.77,210,275916.4,106147.72,169768.68,17372.03,0.8087,178,261,1550.09,226,258,41,0.063,0.0807,0.433,0.567,0.4768,0.1314,0.16,23,6,39876.3,0.1332
2023,7,2023-07-01,ASH,Mohamed,279573.95,174,160450.99,89229.53,71221.46,6874.94,0.8305,135,172,1188.53,162,198,33,0.0428,0.1855,0.49,0.51,0.8427,0.2186,0.252,16,0,4104.8,0.1173
2023,7,2023-07-01,ASH,Mahmoud,279759.9,173,247468.2,113905.91,133562.3,14861.33,0.8846,150,363,1649.79,182,201,54,0.0601,0.2707,0.5852,0.4148,0.5942,0.1935,0.2539,5,0,2416.42,0.1544
2023,7,2023-07-01,ASH,Maged,180981.74,123,140210.85,90687.16,49523.69,3146.44,0.7767,96,243,1460.53,117,140,36,0.0224,0.0582,0.7553,0.2447,0.6026,0.2496,0.2166,8,5,38506.31,0.0799
2023,7,2023-07-01,ASH,Amany,255349.78,171,173703.88,65046.83,108657.05,13429.93,0.677,136,211,1277.23,167,195,27,0.0773,0.2694,0.5974,0.4026,0.3535,0.3509,0.2971,18,2,17964.03,0.0805
2023,7,2023-07-01,ASH,Alaa,217662.8,152,179443.98,103487.03,75956.96,14165.59,0.8512,137,339,1309.81,159,179,42,0.0789,0.1606,0.5617,0.4383,0.7138,0.2236,0.188,11,3,14840.58,0.1138
2023,7,2023-07-01,ASH,Ola,250252.71,165,151712.62,71149.29,80563.34,9716.7,0.6489,117,239,1296.69,149,205,35,0.064,0.0905,0.6723,0.3277,0.5473,0.2599,0.2967,19,1,15399.6,0.1255
2023,7,2023-07-01,SMH,Ahmed,144378.11,115,91477.88,35309.33,56168.55,1443.46,0.7113,88,210,1039.52,113,133,18,0.0158,0.2544,0.647,0.353,0.633,0.204,0.2105,7,6,38510.42,0.1545
2023,7,2023-07-01,SMH,Omar,169404.82,137,97697.89,39497.72,58200.17,5822.73,0.7447,99,234,986.85,121,169,25,0.0596,0.1388,0.5464,0.4536,0.7102,0.2594,0.2569,27,4,22283.24,0.078
2023,7,2023-07-01,SMH,Youssef,163078.36,122,90898.12,40676.09,50222.04,7677.31,0.752,93,168,977.4,111,147,37,0.0845,0.1412,0.6404,0.3596,0.5645,0.2397,0.3051,15,2,11445.62,0.1164
2023,7,2023-07-01,SMH,Aly,141436.28,113,137440.37,55415.2,82025.17,3901.31,0.8853,96,219,1431.67,111,135,20,0.0284,0.0963,0.5106,0.4894,0.7443,0.2365,0.28,10,0,4541.93,0.1014
2023,7,2023-07-01,SMH,Khaled,206538.59,155,105032.66,46847.33,58185.34,4851.22,0.6016,106,274,990.87,136,197,37,0.0462,0.1464,0.4655,0.5345,0.6292,0.1434,0.1873,26,2,21545.92,0.1502
2023,7,2023-07-01,SMH,Mohamed,208290.74,160,162358.93,73877.5,88481.43,13830.3,0.7756,133,336,1220.74,173,192,44,0.0852,0.1681,0.7472,0.2528,0.6053,0.1552,0.1963,7,3,13950.26,0.1213
2023,7,2023-07-01,SMH,Mahmoud,142018.22,109,93826.98,39692.18,54134.8,3656.33,0.7199,77,122,1218.53,104,130,28,0.039,0.1833,0.7068,0.2932,0.6406,0.2181,0.1902,12,1,7641.22,0.1486
2023,7,2023-07-01,SMH,Maged,155109.52,120,118459.47,45726.96,72732.52,4353.29,0.8074,98,202,1208.77,123,141,30,0.0367,0.1045,0.4877,0.5123,0.3863,0.1454,0.1819,8,3,15206.2,0.0787
2023,7,2023-07-01,SMH,Amany,133712.98,107,133344.03,74259.58,59084.45,2087.68,0.7252,92,111,1449.39,102,135,16,0.0157,0.0921,0.5713,0.4287,0.7664,0.2199,0.2397,19,0,8475.16,0.0698
2023,7,2023-07-01,SMH,Alaa,128884.34,98,58098.74,21629.7,36469.04,1438.35,0.5827,56,103,1037.48,77,112,13,0.0248,0.2251,0.5795,0.4205,0.7409,0.1583,0.1654,22,4,30426.75,0.1508
2023,7,2023-07-01,SMH,Ola,151101.01,124,96785.69,32970.15,63815.54,6395.75,0.71,101,209,958.27,124,148,39,0.0661,0.2473,0.4984,0.5016,0.4099,0.2341,0.2613,8,2,14033.63,0.0906
2023,7,2023-07-01,HJH,Ahmed,231429.86,149,185795.93,97995.92,87800.01,4145.5,0.757,115,213,1615.62,128,189,46,0.0223,0.2793,0.645,0.355,0.3817,0.2804,0.2631,39,1,16100.22,0.0555
2023,7,2023-07-01,HJH,Omar,244621.43,158,182321.92,77039.67,105282.25,15842.51,0.8144,136,245,1340.6,167,193,38,0.0869,0.1107,0.6709,0.3291,0.4506,0.1721,0.1899,16,2,21462.77,0.1484
2023,7,2023-07-01,HJH,Youssef,298069.09,183,189405.03,94731.67,94673.36,13957.75,0.6882,120,281,1578.38,150,210,39,0.0737,0.1274,0.6433,0.3567,0.52,0.2016,0.1701,39,1,19100.4,0.119
2023,7,2023-07-01,HJH,Aly,279045.4,162,155506.91,67267.0,88239.91,4554.97,0.6237,122,199,1274.65,148,207,25,0.0293,0.086,0.4315,0.5685,0.6901,0.2156,0.2222,33,4,24180.19,0.0868
2023,7,2023-07-01,HJH,Khaled,351420.72,212,364749.92,136932.36,227817.57,16003.07,0.9464,198,418,1842.17,216,254,77,0.0439,0.2373,0.7059,0.2941,0.3809,0.2556,0.2587,23,6,41048.03,0.0517
2023,7,2023-07-01,HJH,Mohamed,311564.17,200,203822.18,115752.29,88069.89,15273.53,0.6032,130,188,1567.86,165,235,26,0.0749,0.1933,0.5489,0.4511,0.5931,0.3057,0.2664,23,1,13873.55,0.1443
2023,7,2023-07-01,HJH,Mahmoud,359924.21,225,209318.55,67571.63,141746.92,15936.42,0.6089,147,247,1423.94,197,275,52,0.0761,0.186,0.6227,0.3773,0.4634,0.3296,0.2825,29,3,23957.1,0.1798
2023,7,2023-07-01,HJH,Maged,306860.84,196,214311.76,138838.08,75473.68,8613.7,0.6144,118,161,1816.2,150,219,47,0.0402,0.2374,0.7509,0.2491,0.621,0.2531,0.2513,20,3,18698.65,0.087
2023,7,2023-07-01,HJH,Amany,238041.67,155,223730.11,103409.98,120320.14,9167.42,0.854,140,224,1598.07,172,193,41,0.041,0.2558,0.673,0.327,0.7843,0.1821,0.1753,5,6,38283.6,0.0825
2023,7,2023-07-01,HJH,Alaa,186618.34,111,184342.78,112489.95,71852.83,15292.76,0.9563,100,179,1843.43,115,128,33,0.083,0.1917,0.4395,0.5605,0.6279,0.212,0.2111,5,5,20539.0,0.0935
2023,7,2023-07-01,HJH,Ola,311774.86,201,209622.03,106375.06,103246.98,8781.79,0.7747,165,329,1270.44,212,231,59,0.0419,0.1716,0.5145,0.4855,0.5612,0.2442,0.2295,11,3,21365.06,0.1762
2023,8,2023-08-01,ASH,Ahmed,283920.33,182,196696.35,110569.93,86126.41,12014.5,0.7139,153,294,1285.6,179,220,42,0.0611,0.1277,0.4886,0.5114,0.5326,0.2904,0.2649,13,2,18815.93,0.123
2023,8,2023-08-01,ASH,Omar,191309.9,133,172508.51,103250.29,69258.22,12794.36,0.7305,110,166,1568.26,127,154,36,0.0742,0.0754,0.7197,0.2803,0.5025,0.239,0.2149,10,3,10083.2,0.1073
2023,8,2023-08-01,ASH,Youssef,242838.48,156,168135.09,54230.34,113904.75,7587.69,0.7443,110,215,1528.5,132,181,33,0.0451,0.1013,0.4416,0.5584,0.4564,0.2367,0.2714,23,0,9080.69,0.121
